address,name,online_order,book_table,rate,votes,location,rest_type,cuisines,cost,listed_in(type),listed_in(city),popularity_score,appeal_score
"5AC-418, First Floor, 5A Cross, Second Stage, HRBR Layout, Kalyan Nagar, Bangalore",Mani's Dum Biryani,1,0,3.5,119,Kalyan Nagar,Casual Dining,"Biryani, Kebab",750,Delivery,Kammanahalli,0.22359675886176864,0.5088978267264435
"Building 180, 1st Floor, Above Apollo Gym, Punappa Layout, HBR Layout, Hennur Cross, Hennur, Bangalore",InnerChef,1,0,3.1,78,Hennur,Delivery,"North Indian, Continental",500,Delivery,Kammanahalli,0.17052235373482152,0.4394210851501257
"29, 3rd M Main,1st Cross, Ramahia Layout, Kammanahalli, Bangalore",Samovar,1,0,3.9,190,Kammanahalli,Casual Dining,"Kerala, South Indian",600,Delivery,Kammanahalli,0.2777405556236967,0.5950050296164434
"403, Mariappa Road, Off Kammanahalli Main Road, Near Sena Vihar, Kammanahalli, Bangalore",OKI,1,1,4.5,418,Kammanahalli,Casual Dining,"Asian, European, Italian, Korean, Malaysian, Thai, Vietnamese, Chinese",1200,Delivery,Kammanahalli,0.363287286888262,0.7479598091007731
"408, Opposite Jal Vayu Vihar, 3rd Block, HRBR Layout, Kalyan Nagar, Bangalore",Cafe Coffee Day,1,0,3.6,56,Kalyan Nagar,Cafe,Cafe,650,Delivery,Kammanahalli,0.2342542622347602,0.4978330440351177
"180, 1st Floor, Above Apollo Gym, Punappa Layout, Hennur, Bangalore",Foreign CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,1,0,3.7,57,Hennur,Delivery,Continental,500,Delivery,Kammanahalli,0.24719313442904448,0.5108999987069539
"582, 5th Main Road, St Thomas Town, Inasappa Layout, Kammanahalli, Bangalore",Jingo BBQ & Burgers,1,0,3.9,41,Kammanahalli,Quick Bites,"Burger, BBQ",550,Delivery,Kammanahalli,0.2724292438366245,0.5190596620804246
"208/E, HS Complex, 1st Stage, 2nd Block, 80 Feet Road, HBR Layout, Bangalore",Zabi,1,0,3.8,173,HBR Layout,Quick Bites,Biryani,300,Delivery,Kammanahalli,0.26423134122408926,0.5732763442976284
"11/12, 1st Floor, Raghu Building, 1st Cross, Horamavu Main Road, Banaswadi, Bengaluru",Sri Ruchi Restuarant,1,0,3.7,71,Banaswadi,Casual Dining,"Andhra, South Indian, North Indian",450,Delivery,Kammanahalli,0.2476921838587023,0.5197692364496956
"36, HDFC Building, Lakhmamma Road, Venkateshappa Layout, Kacharakanahalli, Kammanahalli, Bangalore",Sweet Moments Express,1,0,3.7,18,Kammanahalli,"Sweet Shop, Quick Bites","Mithai, Street Food",200,Delivery,Kammanahalli,0.2458029253035692,0.46512509098963734
"420, VP Plaza, 4th Cross, 2nd Block, Kalyan Nagar, Bangalore",The Chocolate Heaven - Cakes,1,0,3.9,64,Kalyan Nagar,"Dessert Parlor, Bakery","Desserts, Bakery, Beverages",600,Delivery,Kammanahalli,0.27324911075677655,0.5416591797239005
"401, 5th Main, 3rd Block, HRBR Layout, Kalyan Nagar, Bangalore",Food Magic Restaurant,1,0,3.8,88,Kalyan Nagar,Quick Bites,"Kerala, North Indian, Chinese, Arabian",400,Delivery,Kammanahalli,0.26120139825830974,0.5430623320358314
"1, Chinnappa Layout, 2nd Cross, 5th Main, Kammanahalli, Bangalore",Afrina's Kitchen,1,0,3.4,9,Kammanahalli,"Takeaway, Delivery","Fast Food, Desserts",250,Delivery,Kammanahalli,0.20677243039372006,0.4272311349047755
"Elements Mall, 5th Block, MS Ramaiah North City, Manayata Tech Park, Nagawara, Bangalore",Juice Fresco,1,0,3.3,15,Nagawara,Beverage Shop,Beverages,150,Delivery,Kammanahalli,0.19408308291426463,0.43514778296628737
"180, 1st Floor, Above Apollo Gym, Punappa Layout, Hennur, Bangalore",INDULGE by InnerChef,1,0,3.1,27,Hennur,Bakery,"Desserts, Bakery",400,Delivery,Kammanahalli,0.16870438795535384,0.43005338594583836
"Opposite Manyata Tech Park, Munni Venkatappa Layout, Nagawara, Bangalore",Andhra Spicy Inn,1,0,,0,Nagawara,Quick Bites,"North Indian, South Indian, Mughlai, Andhra, Biryani, Chinese",450,Delivery,Kammanahalli,,0.34420194549135175
"2075, 4th Cross, 2nd Block, HRBR Layout, Kalyan Nagar, Bangalore",Casa De Goa,1,1,4.2,341,Kalyan Nagar,"Casual Dining, Pub","Goan, Mangalorean",1400,Delivery,Kammanahalli,0.3218328376057893,0.6792325351663766
"77, 2nd Cross, Subbanna Palya, Bangalore, Banaswadi, Bangalore",Crunch Pizzas,1,0,2.9,77,Banaswadi,Quick Bites,Pizza,400,Delivery,Kammanahalli,0.14468025573408558,0.41134688918943
"87/2, Opposite BBMP Ward, Janani Nagar, Banaswadi, Bangalore",Akshaya Family Restaurant,1,0,3.2,4,Banaswadi,Quick Bites,"South Indian, North Indian",150,Delivery,Kammanahalli,0.18078774684165339,0.4008163589600885
"9, N-W Corner, 4th Cross, HRBR Layout, 2nd Block, Kalyan Nagar, Bangalore",Chaai Resto,1,0,3.9,97,Kalyan Nagar,Cafe,"Cafe, Fast Food, Beverages",350,Delivery,Kammanahalli,0.27442544155525567,0.5624989571122496
"No.533, Elegant Privilege, 4th cross, 2nd Block, HRBR Layout, Kalyan Nagar, Bangalore",The Belgian Waffle Co.,1,0,3.8,32,Kalyan Nagar,Dessert Parlor,"Desserts, Beverages",350,Delivery,Kammanahalli,0.2592052005396786,0.49715047118900935
"Shop 2, Ground Floor, VM Meadows, Hormanu Main Road, Banaswadi, Bangalore",Purvanchal Tokri,1,0,3.7,23,Banaswadi,Casual Dining,"North Indian, Chinese",400,Delivery,Kammanahalli,0.2459811572427327,0.4747085095740513
"7, Nehru Road, Next to State Bank Of Hyderabad, St.Thomas Town Post, Kammanahalli, Bangalore",Chetty's Corner,1,0,3.6,18,Kammanahalli,Quick Bites,"Fast Food, Burger",200,Delivery,Kammanahalli,0.2328996994971176,0.45859682534638924
"LLP, 4/1, Janakiram Complex, Second Floor, Opposite Jal Vayu Vihar, Third Block, HRBR Layout, CMR Road, Kalyan Nagar, Bangalore",Cupcake Bliss,1,0,,0,Kalyan Nagar,"Takeaway, Delivery",Bakery,200,Delivery,Kammanahalli,,0.34420194549135175
"23/141, Thanisandra Main Road, Nagawara, Bangalore",Chef Baker's,1,0,2.9,36,Nagawara,Bakery,"Bakery, Fast Food, Pizza, Burger, Cafe",600,Delivery,Kammanahalli,0.1432187538329449,0.4124280463806904
"729, Second A Cross, Fifth Main, Second Block, Hrbr Layout, Kalyan Nagar Post, HBR Layout, Bangalore",Chai Point,1,0,,0,HBR Layout,Quick Bites,"Tea, Beverages, Fast Food",250,Delivery,Kammanahalli,,0.34420194549135175
"HRBR, Next to Sky Crew Aviation Academy, Kalyan Nagar, Bangalore",AutoExpress - Hot Dogs,1,0,,0,Kalyan Nagar,"Takeaway, Delivery",Fast Food,300,Delivery,Kammanahalli,,0.34420194549135175
"FC K06A, 4th Floor, MSR Regaliaa, Elements Mall, Nagawara, Bangalore",Marhaba,1,0,3.6,42,Nagawara,Casual Dining,"Arabian, Mediterranean, North Indian",600,Delivery,Kammanahalli,0.2337552128051024,0.48779852769712884
"Service Apartment 3, Deccan Suites, Tuscan Royal Manor, Hennur Main Road, Hennur, Bangalore",Cafe Bangalore,1,0,3.4,6,Hennur,"Takeaway, Delivery",Fast Food,300,Delivery,Kammanahalli,0.206665491230222,0.4159485663820789
"87, Nehru Road, Kammanahalli, Bangalore",Wild Range Restaurant,1,0,3.8,44,Kammanahalli,Casual Dining,"North Indian, Chinese",600,Delivery,Kammanahalli,0.25963295719367097,0.5115678451345094
"39, Yadava Layout, Arvindnagar, Near Honest Bakery, Kammanahalli, Bangalore",Rahhams,1,0,3.5,312,Kammanahalli,Casual Dining,"Mughlai, North Indian, Chinese",700,Delivery,Kammanahalli,0.23047651171347966,0.5422600313665785
"16, 4th Cross, 2nd Block, HRBR Layout, CMR Road, Kalyan Nagar, Bangalore",Frozen Bottle,1,0,3.9,55,Kalyan Nagar,Beverage Shop,"Beverages, Desserts, Ice Cream",400,Delivery,Kammanahalli,0.27292829326628226,0.5339794479904013
"4C-501, Ground floor, 5th A Main Road, 2nd Block HRBR Layout, Kalyan Nagar, Bangalore",Eagles Pizza,1,0,3.8,22,Kalyan Nagar,Quick Bites,"Pizza, Italian",650,Delivery,Kammanahalli,0.2588487366613516,0.4804351043862759
"2nd Cross, 2nd Main, Kasturi Nagar, Banaswadi, Bangalore",S K Ruchi,1,0,3.3,11,Banaswadi,Quick Bites,Chinese,300,Delivery,Kammanahalli,0.19394049736293384,0.42816311236259663
"2075, 4th Cross, 2nd Block, H.R.B.R Layout, Kalyan Nagar, Bangalore",The Local,1,1,4.2,1196,Kalyan Nagar,"Pub, Casual Dining","Finger Food, Continental, Italian, Salad",1400,Delivery,Kammanahalli,0.3523104992027475,0.7386384152794501
"420, V P Plaza, 4th Cross, 2nd Block, Kalyan Nagar, Bangalore",The Chocolate Heaven,1,0,4.1,399,Kalyan Nagar,"Dessert Parlor, Cafe","Desserts, Cafe, Italian, Beverages",700,Delivery,Kammanahalli,0.3109971022936342,0.6677762186400908
"Number 55, MM Road, Opposite Post Office, Frazer Town, Bangalore",Sheesh Kebab,1,0,4.1,70,Frazer Town,Casual Dining,North Indian,700,Delivery,Kammanahalli,0.299269440696676,0.5731729573212033
"117/1, Near Shilpa Bakery, Horamavu - Agara Main Road, Hennur, Bangalore",Teapoy Mutiny,1,0,4.1,98,Hennur,Cafe,"Cafe, Continental, American, Beverages",500,Delivery,Kammanahalli,0.30026753955599156,0.5931799911083994
"Shop 12/1, 2, Nd H Cross 2nd Block HRBR Lay-Out, Kalyan Nagar, Bangalore",American Bites,1,0,2.4,48,Kalyan Nagar,Quick Bites,"Fast Food, Burger, Pizza",450,Delivery,Kammanahalli,0.07913038145467924,0.3539559644185185
"1st Floor, Lamcy Plaza, Opposite Tanishq Showrrom, HRBR, 2nd Block, Kalyan Nagar, Bangalore",4 Seasons Restaurant,1,1,3.7,399,Kalyan Nagar,Casual Dining,"North Indian, Seafood, Middle Eastern, Chinese",1000,Delivery,Kammanahalli,0.2593841990678277,0.5901590966665031
"374, Near Prithvi Theatre, 1st Cross, H Narayanapa Block, Nagawara, Bangalore",Punjabi Chulha,1,0,2.9,18,Nagawara,Quick Bites,North Indian,400,Delivery,Kammanahalli,0.1425771188519563,0.4128989658436524
"Shop 23, 4th Cross, Above Reliance Fresh, OMBR layout, Banaswadi, Bangalore",Noodles,1,0,3.8,98,Banaswadi,Casual Dining,"Chinese, Momos",500,Delivery,Kammanahalli,0.26155786213663673,0.5479204803778711
"Kalyan Nagar, Bangalore",RICE BAR,1,0,3.1,20,Kalyan Nagar,Delivery,"North Indian, Biryani",500,Delivery,Kammanahalli,0.16845486324052494,0.42713608658385915
"Shop 5,100/01, 11th Cross, A Muni Reddy Layout, Horamavu Main Road, Banaswadi, Bangalore",Amigos Kitchen,1,0,3.7,64,Banaswadi,Quick Bites,"Chinese, North Indian, Mexican, Fast Food",400,Delivery,Kammanahalli,0.24744265914387337,0.5155737500213556
"527, CMR Rd, HRBR Layout 2nd Block, HRBR Layout, Kalyan Nagar, Bengaluru, Karnataka 560043",Twilight Global Restaurant,1,0,3.5,22,Kalyan Nagar,Quick Bites,"North Indian, Chinese",600,Delivery,Kammanahalli,0.22013905924199675,0.4580179382356513
"2075, 4th Cross, Block 2, H.R.B.R Layout, B.B.M.P East, Kalyan Nagar, Bangalore",XO Belgian Waffle,1,0,,0,Kalyan Nagar,Dessert Parlor,"Desserts, Beverages",400,Delivery,Kammanahalli,,0.34420194549135175
"HBR Layout, Near HP Petrol Bunk, Lingarajpuram Road, Hebbala Circle, Bangalore",Brindavan Veg,1,0,3.7,20,HBR Layout,Quick Bites,"South Indian, North Indian, Chinese, Street Food",350,Delivery,Kammanahalli,0.2458742180792346,0.4692309142288471
"21, Nehru Main Road, Kammanahalli Circle, Kammanahalli, Bangalore",Chubalas Curry And Rice,1,0,4.0,209,Kammanahalli,Quick Bites,"Naga, Goan, Seafood, Chinese",550,Delivery,Kammanahalli,0.2913210627989697,0.6173645844357427
"Beereshwara Shopping Complex, Raghavendra Circle, Horamavu Road, Rammurthy Nagar, Bangalore",US Pizza,1,0,2.8,43,Rammurthy Nagar,Quick Bites,"Pizza, Fast Food",700,Delivery,Kammanahalli,0.13056505274132219,0.40098484226703046
"101, Kammanahalli Main Road, Maruthi Sevanagar, St. Thomas Town, Heerti Layout, Kacharakanahalli, Kalyan Nagar, Bangalore",Shahi Hyderabadi Dum Biryani,1,0,3.1,150,Kalyan Nagar,Casual Dining,"North Indian, Biryani",500,Delivery,Kammanahalli,0.1730888936587759,0.44932907778067604
"3rd Floor, MSR Regaliaa Retail Ventures, 100 Feet, Thanisandra, Nagawara Village, Bangalore",Cream & Fudge,1,0,3.1,6,Nagawara,Dessert Parlor,"Ice Cream, Desserts",250,Delivery,Kammanahalli,0.16795581381086716,0.4077535095107673
"710, 7th Main, 4th B Cross, Opposite Canara Bank, 1st Block, Kalyan Nagar, Bangalore",Cafe Nukkad,1,0,4.0,89,Kalyan Nagar,Quick Bites,Fast Food,200,Delivery,Kammanahalli,0.28704349625904574,0.5728721353719285
"4, C-118, Next to HDFC Bank, OMBR Layout, Near Vincent Pallotti Church, Banaswadi, Bangalore",Sizzling Szechuan,1,0,3.9,224,Banaswadi,Casual Dining,"Chinese, Thai, Seafood",600,Delivery,Kammanahalli,0.2789525328100085,0.6027056239972532
"AJM Heights Builders And Developers, 4th Main Road, 4th Block, HBR Layout, Bangalore",Mamaji's,1,0,,0,HBR Layout,Casual Dining,North Indian,600,Delivery,Kammanahalli,,0.34420194549135175
"Plama Heights, 4, Hennur Bagalur Road, Hennur Bande, Hennur, Bangalore",The Milkshake Theory,1,0,3.5,17,Hennur,Beverage Shop,"Beverages, Fast Food",400,Delivery,Kammanahalli,0.21996082730283326,0.4503631459202757
"349, 4th Cross, CMR Road, Kammanahalli, Bangalore",Yomama!!,1,1,3.6,104,Kammanahalli,Cafe,"Continental, Burger, Cafe, Steak",800,Delivery,Kammanahalli,0.2359652888507298,0.5199005968444858
"Opposite Elements Mall, Nagawara, Bangalore",Kolkata Famous Kati Roll,1,0,,0,Nagawara,Quick Bites,"Fast Food, Rolls",150,Delivery,Kammanahalli,,0.34420194549135175
"21, Ground Floor, Praise the Lord Mansion, Nehru Road, Kammanahalli Circle, Kammanahalli, Bangalore",Bisi Thindi,1,0,,0,Kammanahalli,Quick Bites,South Indian,150,Delivery,Kammanahalli,,0.34420194549135175
"2nd Floor, Masand Esquire, Hennur Main Road, Kalyan Nagar, Bangalore",The Coorg Food Co.,1,1,4.3,473,Kalyan Nagar,Casual Dining,South Indian,750,Delivery,Kammanahalli,0.3394413866061572,0.7152796976544149
"19, First Floor, 4th Cross Road, Subbaiahnapalya, Kammanahalli, Bangalore",PurpleBasil.in,1,0,4.1,77,Kammanahalli,"Takeaway, Delivery","Healthy Food, Desserts",500,Delivery,Kammanahalli,0.2995189654115049,0.5789057073661317
"Hennur, Hennur, Bangalore",Hotel New Karavali,1,0,3.4,8,Hennur,"Casual Dining, Bar","Chinese, Mangalorean, Seafood, North Indian",550,Delivery,Kammanahalli,0.20673678400588738,0.42398051211211035
"420, CMR Road, HRBR Layout, 2nd Block, Sena Vihar, Kalyan Nagar, Bangalore",Breezy Cow Bar,1,0,4.0,96,Kalyan Nagar,Beverage Shop,Beverages,400,Delivery,Kammanahalli,0.28729302097387466,0.5769796877520141
"43, 1st Floor, Swetha Complex, Near Parivar Lifestyle, Kammanahalli, Bangalore",Calicut Restaurant,1,0,3.6,76,Kammanahalli,Quick Bites,"Kerala, South Indian, North Indian, Chinese",450,Delivery,Kammanahalli,0.2349671899914142,0.5086237421870659
"2075, 4th Cross Road, HRBR Layout 2nd Block, HRBR Layout, Kalyan Nagar, Bangalore",Snow'ora,1,0,,0,Kalyan Nagar,Dessert Parlor,"Desserts, Ice Cream, Beverages",350,Delivery,Kammanahalli,,0.34420194549135175
"141, Bangalore North Taluk, Nagawara, Bangalore",A2B - Adyar Ananda Bhavan,1,0,2.7,194,Nagawara,Casual Dining,"South Indian, North Indian, Chinese, Street Food, Fast Food",400,Delivery,Kammanahalli,0.12304443149760826,0.3840063922174899
"80 Feet Road, Subbianaipalya, Opposite Patil Public School, Kalyan Nagar, Bangalore",Manasa Fishland,1,0,4.1,201,Kalyan Nagar,Casual Dining,"Seafood, South Indian, North Indian",650,Delivery,Kammanahalli,0.30393911750275965,0.6331948553644439
"228/1, Main Road, Kammanahalli, Bangalore",Navarang Fast Food,1,0,3.6,114,Kammanahalli,Quick Bites,"North Indian, Chinese, Kebab, Rolls",300,Delivery,Kammanahalli,0.23632175272905678,0.5232431476082324
"374, 1st Cross, H. Narayanappa, Next To Manyatta Tech Park, Nagawara, Bangalore, Bengaluru",The Blue Bawarchi,1,0,3.6,34,Nagawara,Quick Bites,"Chinese, Oriya, North Indian, Bengali",300,Delivery,Kammanahalli,0.2334700417024408,0.48048322441505875
"7th Cross, Jayanti Nagar, Thambuchettypalya Main Road, 2nd Block, Sir M V Nagar, Rammurthy Nagar, Bangalore",Lassi Corner,1,0,2.9,28,Rammurthy Nagar,Beverage Shop,"Beverages, Desserts",200,Delivery,Kammanahalli,0.1429335827302833,0.4130041450888612
"414, 5th D Main Road, HRBR Layout 2nd Block, Kalyan Nagar, Bangalore",Maraheb Restaurant,1,0,4.2,219,Kalyan Nagar,Casual Dining,Arabian,1000,Delivery,Kammanahalli,0.3174839782901999,0.6557272151444898
"41 Mathias Building KEB Road Kammanahalli Near Kullappa Circle, Kammanahalli, Bangalore",Maz Food Point,1,0,,0,Kammanahalli,Quick Bites,"Chinese, South Indian, Biryani",300,Delivery,Kammanahalli,,0.34420194549135175
"3C, 1001 HRBR Layout, 1st Block, Near To Liberty Showroom, Banaswadi, Bangalore",Navami Kitchen,1,0,,0,Banaswadi,Casual Dining,"Andhra, North Indian, Chinese, Seafood",500,Delivery,Kammanahalli,,0.34420194549135175
"Mathrushee Complex, Maruthi Layout, Behind Relience Fresh, Hennur Cross, Bengaluru., Hennur, Bangalore",Thalassery Plaza,1,0,3.6,30,Hennur,Quick Bites,"Kerala, North Indian, Chinese",400,Delivery,Kammanahalli,0.23332745615111,0.4761646745499635
"417, 5th Main Road, 2nd Block, HRBR Layout, Kalyan Nagar, Bangalore",Hungry Vihaari,1,1,3.9,36,Kalyan Nagar,Casual Dining,"Continental, Burger, Salad, Pizza, Beverages",800,Delivery,Kammanahalli,0.272251011897461,0.5124715977967005
"13, Captain Munshi Layout, Kammanahalli, Bangalore",Giselle Resto Cafe,1,1,4.1,840,Kammanahalli,Cafe,"Cafe, Italian, Pizza, Beverages, Desserts",800,Delivery,Kammanahalli,0.3267171593278547,0.7022984161321598
"Shop 6, Sai Gruha Apartment, 2nd Main, SP Naidu Layout, Vijinapura Road, Rammurthy Nagar, Bangalore",Shanti Sweets,1,0,,0,Rammurthy Nagar,Sweet Shop,"Mithai, Street Food",100,Delivery,Kammanahalli,,0.34420194549135175
"# 5AC-418, First Floor,5A Cross,   Second Stage         HRBR Layout, Kalyan Nagar, Bangalore-43(Landmark : Next to Girias In service Road)",Supreme Biryani,1,0,,0,Kalyan Nagar,Delivery,Biryani,400,Delivery,Kammanahalli,,0.34420194549135175
"158, Guru Niwas 2, Main Sadanand Nagar, NGEF Layout, Near Byappanhalli Metro Station, Old Madras Road, Bangalore",Soham Bombay Masti Magic,1,0,3.6,16,Old Madras Road,Quick Bites,Street Food,150,Delivery,Kammanahalli,0.23282840672145222,0.45455532271275495
"433/2, 4th Main, Munireddy Layout, Horamavu Main Road, Banaswadi, Bangalore",Suvarna Sree Food Paradise,1,0,,0,Banaswadi,Quick Bites,"South Indian, Chinese, North Indian, Biryani, Kebab, Andhra",400,Delivery,Kammanahalli,,0.34420194549135175
"254, 3rd Main Road, 1st Stage, 5th Block, HBR Layout, Bangalore",Coffee Mechanics,1,0,4.3,191,HBR Layout,Cafe,"Cafe, Bakery, French, Jewish, Sandwich, Vegan, Coffee",700,Delivery,Kammanahalli,0.3293891052373359,0.6657186465233338
"3, 2nd Main, Hoysala Nagar, Rammurthy Nagar, Bangalore",Tandoor Bhatti,1,0,,0,Rammurthy Nagar,Quick Bites,"North Indian, Fast Food",300,Delivery,Kammanahalli,,0.34420194549135175
"120, Kalidas Road, Peace Layout, Kacharakanahalli, Kammanahalli, Bangalore",Shree Mahalakshmi Sweets,1,0,,0,Kammanahalli,Sweet Shop,"Mithai, Street Food",100,Delivery,Kammanahalli,,0.34420194549135175
"3&4, Goddalahalli, Main Road, Hennur, Bangalore",Kadai Restaurant,1,0,2.9,27,Hennur,Quick Bites,"North Indian, Mughlai, Chinese",350,Delivery,Kammanahalli,0.1428979363424506,0.41306069449208954
"4M, 511, HRBR 3rd Block, Kacharkanahalli, Kammanahalli, Bangalore",McDonald's,1,0,2.9,215,Kammanahalli,Quick Bites,"Burger, Fast Food",500,Delivery,Kammanahalli,0.14959945725499812,0.4210853051588338
"921, 1st Block, HRBR Layout, Kalyan Nagar, Bangalore",Hotel Little Imperial,1,0,3.7,91,Kalyan Nagar,Casual Dining,"North Indian, Chinese, South Indian",500,Delivery,Kammanahalli,0.24840511161535628,0.5298252592073154
"15, Oil Mill Road, Aravind Nagar, Kammanahalli, Bangalore",Paaramparya Restaurant,1,0,3.6,20,Kammanahalli,Casual Dining,"Chettinad, Mangalorean, South Indian, North Indian",600,Delivery,Kammanahalli,0.232970992272783,0.46221510962134915
"10/34, Orion East Mall, Banaswadi Main Road, Banaswadi, Bangalore",Waffle Stories,1,0,3.8,31,Banaswadi,Food Court,"Desserts, Beverages",300,Delivery,Kammanahalli,0.2591695541518459,0.4957214600266633
"5C/501, George Court, HRBR Layout, 2nd Block, Kalyan Nagar, Bangalore",Khyma Biryani,1,0,3.9,240,Kalyan Nagar,Casual Dining,Biryani,600,Delivery,Kammanahalli,0.2795228750153317,0.6059032856023877
"Shop 989, Ground Floor, 5th A Cross, Kalyan Nagar, Bangalore",Ammi's Biryani,1,0,2.7,171,Kalyan Nagar,Casual Dining,"Biryani, North Indian",500,Delivery,Kammanahalli,0.12222456457745617,0.38290450911348073
"12, Devatha Layout, Near Kempamma Temple, Hennur Cross, Hennur, Bangalore",Kloudish Kitchen,1,0,3.5,15,Hennur,Delivery,"North Indian, South Indian",250,Delivery,Kammanahalli,0.21988953452716786,0.4466111065660384
"26, Near Jyoti School, Nehru Road, Yadava Layout, Kammanahalli, Bangalore",Sannidhi Grand,1,0,3.8,49,Kammanahalli,Quick Bites,"South Indian, North Indian, Chinese, Street Food",300,Delivery,Kammanahalli,0.25981118913283446,0.5164625655164566
"First Floor 10/34, Dodda Banaswadi Main Road, Banaswadi Layout, Maruthi Sevanagar, Banaswadi, Bangalore",House Of Candy,1,0,,0,Banaswadi,Confectionery,Desserts,200,Delivery,Kammanahalli,,0.34420194549135175
"Ground Floor, MFAR, Manyata Tech Park, Phase 4, Nagawara, Bangalore",Serranos Mexican Grill,1,0,3.7,86,Nagawara,Quick Bites,Mexican,400,Delivery,Kammanahalli,0.24822687967619278,0.5275326435636825
"505, CMR Road, HRBR Layout 2nd Block, Kalyan Nagar, Bangalore",Khan Saheb Grills and Rolls,1,0,3.1,34,Kalyan Nagar,"Takeaway, Delivery","Fast Food, Rolls",350,Delivery,Kammanahalli,0.16895391267018273,0.43198062856188946
